City,Temperature,Humidity,Pressure,Datetime
Hyderabad,27.23,61,1012,2026-03-24 09:22:19
London,9.61,84,1017,2026-03-24 09:22:19
Manchester,10.29,79,1012,2026-03-24 09:22:19
Paris,7.46,81,1022,2026-03-24 09:22:19
Berlin,5.98,69,1019,2026-03-24 09:22:20
Madrid,6.26,80,1022,2026-03-24 09:22:20
Rome,12.89,41,1022,2026-03-24 09:22:20
Amsterdam,8.18,77,1017,2026-03-24 09:22:20
Brussels,7.69,83,1020,2026-03-24 09:22:20
Vienna,8.36,58,1021,2026-03-24 09:22:21
Zurich,2.57,92,1023,2026-03-24 09:22:21
Stockholm,2.08,79,1011,2026-03-24 09:22:21
Oslo,3.09,76,1005,2026-03-24 09:22:21
Copenhagen,4.72,84,1015,2026-03-24 09:22:21
Helsinki,-1.08,94,1010,2026-03-24 09:22:21
New York,2.15,60,1023,2026-03-24 09:22:22
Los Angeles,17.43,85,1014,2026-03-24 09:22:22
Chicago,0.18,70,1032,2026-03-24 09:22:22
Houston,21.93,83,1019,2026-03-24 09:22:22
Phoenix,29.85,15,1011,2026-03-24 09:22:22
San Antonio,22.41,50,1018,2026-03-24 09:22:23
San Diego,17.33,85,1014,2026-03-24 09:22:23
Dallas,19.83,68,1018,2026-03-24 09:22:23
San Jose,19.37,45,1018,2026-03-24 09:22:23
San Francisco,16.3,52,1017,2026-03-24 09:22:23
Toronto,-3.21,69,1029,2026-03-24 09:22:23
Vancouver,6.84,72,1016,2026-03-24 09:22:23
Montreal,-2.86,91,1023,2026-03-24 09:22:24
Mexico City,15.53,48,1020,2026-03-24 09:22:24
Guadalajara,16.87,67,1016,2026-03-24 09:22:24
Tokyo,16.81,26,1018,2026-03-24 09:22:24
Osaka,15.53,33,1018,2026-03-24 09:22:24
Seoul,16.76,29,1018,2026-03-24 09:22:24
Busan,14.99,44,1019,2026-03-24 09:22:25
Beijing,13.94,29,1014,2026-03-24 09:22:25
Shanghai,13.92,67,1016,2026-03-24 09:22:25
Shenzhen,25.17,85,1014,2026-03-24 09:22:25
Guangzhou,27.11,51,1013,2026-03-24 09:22:25
Bangkok,34.19,65,1010,2026-03-24 09:22:25
Jakarta,30.19,81,1009,2026-03-24 09:22:26
Manila,30.18,57,1011,2026-03-24 09:22:26
Singapore,30.47,60,1010,2026-03-24 09:22:26
Kuala Lumpur,30.12,43,1010,2026-03-24 09:22:26
Dubai,20.87,80,1011,2026-03-24 09:22:26
Abu Dhabi,21.85,80,1011,2026-03-24 09:22:26
Riyadh,18.91,68,1009,2026-03-24 09:22:26
Doha,22.97,78,1009,2026-03-24 09:22:27
Istanbul,9.49,84,1012,2026-03-24 09:22:27
Sydney,25.77,54,1017,2026-03-24 09:22:27
Melbourne,19.57,71,1018,2026-03-24 09:22:27
Brisbane,26.85,68,1011,2026-03-24 09:22:28
Perth,22.67,55,1014,2026-03-24 09:22:28
Auckland,21.73,62,1027,2026-03-24 09:22:28
Wellington,18.64,85,1027,2026-03-24 09:22:28
Sao Paulo,20.38,84,1014,2026-03-24 09:22:28
Rio de Janeiro,23.66,88,1011,2026-03-24 09:22:29
Buenos Aires,16.16,47,1014,2026-03-24 09:22:29
Santiago,19.24,46,1013,2026-03-24 09:22:29
Lima,22.17,82,1013,2026-03-24 09:22:29
Bogota,15.05,84,1017,2026-03-24 09:22:29
Cape Town,20.73,77,1009,2026-03-24 09:22:30
Johannesburg,15.73,95,1021,2026-03-24 09:22:30
Cairo,14.42,67,1009,2026-03-24 09:22:30
Lagos,26.53,89,1008,2026-03-24 09:22:30
Nairobi,16.93,94,1015,2026-03-24 09:22:31
Casablanca,13.12,85,1013,2026-03-24 09:22:31
Accra,26.23,78,1008,2026-03-24 09:22:31
Addis Ababa,15.41,75,1014,2026-03-24 09:22:31
Algiers,7.9,93,1020,2026-03-24 09:22:32
Tunis,14.04,72,1016,2026-03-24 09:22:32
Athens,10.48,77,1011,2026-03-24 09:22:32
Budapest,8.71,59,1019,2026-03-24 09:22:33
Prague,3.76,76,1021,2026-03-24 09:22:33
Warsaw,4.58,72,1019,2026-03-24 09:22:33
Lisbon,15.04,63,1017,2026-03-24 09:22:34
Karachi,24.9,88,1012,2026-03-24 09:22:34
Dhaka,25.99,73,1012,2026-03-24 09:22:34
Colombo,31.69,67,1011,2026-03-24 09:22:34
Kathmandu,18.12,68,1013,2026-03-24 09:22:35
Tashkent,17.42,42,1019,2026-03-24 09:22:35
Seattle,7.69,75,1016,2026-03-24 09:22:35
Boston,0.77,82,1019,2026-03-24 09:22:35
Philadelphia,2.7,61,1024,2026-03-24 09:22:36
Detroit,-2.09,81,1031,2026-03-24 09:22:36
Anchorage,-2.5,49,1020,2026-03-24 09:22:36
Quito,9.53,94,1017,2026-03-24 09:22:36
La Paz,10.99,87,1017,2026-03-24 09:22:37
Montevideo,18.1,48,1012,2026-03-24 09:22:37
Asuncion,22.36,99,1010,2026-03-24 09:22:37
Caracas,20.94,75,1014,2026-03-24 09:22:38
Dar es Salaam,24.21,94,1012,2026-03-24 09:22:38
Kampala,18.05,92,1011,2026-03-24 09:22:38
Harare,16.14,92,1018,2026-03-24 09:22:38
Dakar,20.14,84,1011,2026-03-24 09:22:39
Tripoli,14.98,70,1014,2026-03-24 09:22:39
Mumbai,31.99,40,1011,2026-03-24 10:01:02
Delhi,25.05,57,1012,2026-03-24 10:01:02
Bangalore,27.25,57,1016,2026-03-24 10:01:02
Chennai,30.66,66,1012,2026-03-24 10:01:03
Kolkata,28.97,65,1012,2026-03-24 10:01:03
Hyderabad,28.23,57,1012,2026-03-24 10:01:03
London,9.56,85,1017,2026-03-24 10:01:03
Manchester,10.03,82,1012,2026-03-24 10:01:04
Paris,7.05,85,1022,2026-03-24 10:01:04
Berlin,5.67,60,1019,2026-03-24 10:01:05
Madrid,6.49,78,1022,2026-03-24 10:01:05
Rome,12.78,42,1022,2026-03-24 10:01:05
Amsterdam,8.19,79,1017,2026-03-24 10:01:06
Brussels,7.96,82,1020,2026-03-24 10:01:06
Vienna,8.37,58,1022,2026-03-24 10:01:07
Zurich,1.89,90,1022,2026-03-24 10:01:08
Stockholm,2.0,80,1010,2026-03-24 10:01:08
Oslo,2.53,89,1003,2026-03-24 10:01:08
Copenhagen,4.72,88,1014,2026-03-24 10:01:08
Helsinki,-1.08,94,1010,2026-03-24 10:01:08
New York,1.9,60,1023,2026-03-24 10:01:08
Los Angeles,17.06,86,1014,2026-03-24 10:01:09
Chicago,0.09,70,1031,2026-03-24 10:01:10
Houston,21.57,85,1019,2026-03-24 10:01:11
Phoenix,29.08,16,1011,2026-03-24 10:01:11
San Antonio,22.57,57,1018,2026-03-24 10:01:11
San Diego,17.15,86,1014,2026-03-24 10:01:11
Dallas,19.24,71,1018,2026-03-24 10:01:11
San Jose,18.54,48,1018,2026-03-24 10:01:12
San Francisco,15.76,53,1017,2026-03-24 10:01:13
Toronto,-3.49,71,1029,2026-03-24 10:01:13
Vancouver,6.75,74,1015,2026-03-24 10:01:13
Montreal,-3.02,90,1023,2026-03-24 10:01:13
Mexico City,13.86,54,1021,2026-03-24 10:01:13
Guadalajara,16.87,59,1016,2026-03-24 10:01:13
Tokyo,17.08,30,1018,2026-03-24 10:01:14
Osaka,16.35,31,1018,2026-03-24 10:01:14
Seoul,16.76,29,1018,2026-03-24 10:01:14
Busan,15.99,41,1018,2026-03-24 10:01:14
Beijing,14.94,29,1014,2026-03-24 10:01:14
Shanghai,13.92,67,1016,2026-03-24 10:01:15
Shenzhen,25.71,83,1013,2026-03-24 10:01:15
Guangzhou,27.15,56,1013,2026-03-24 10:01:15
Bangkok,33.95,64,1010,2026-03-24 10:01:15
Jakarta,32.05,60,1011,2026-03-24 10:01:15
Manila,30.51,57,1010,2026-03-24 10:01:16
Singapore,30.21,64,1010,2026-03-24 10:01:16
Kuala Lumpur,34.02,63,1010,2026-03-24 10:01:16
Dubai,20.88,81,1011,2026-03-24 10:01:16
Abu Dhabi,21.85,80,1011,2026-03-24 10:01:17
Riyadh,18.99,73,1009,2026-03-24 10:01:17
Doha,22.97,78,1009,2026-03-24 10:01:17
Istanbul,9.49,84,1011,2026-03-24 10:01:17
Sydney,25.04,58,1017,2026-03-24 10:01:17
Melbourne,18.59,73,1017,2026-03-24 10:01:18
Brisbane,27.63,61,1011,2026-03-24 10:01:18
Perth,23.53,53,1014,2026-03-24 10:01:18
Auckland,21.49,62,1027,2026-03-24 10:01:18
Wellington,18.09,86,1027,2026-03-24 10:01:19
Sao Paulo,20.38,85,1015,2026-03-24 10:01:19
Rio de Janeiro,22.66,90,1012,2026-03-24 10:01:19
Buenos Aires,15.34,52,1014,2026-03-24 10:01:19
Santiago,18.93,46,1013,2026-03-24 10:01:19
Lima,22.17,82,1013,2026-03-24 10:01:20
Bogota,15.05,84,1017,2026-03-24 10:01:20
Cape Town,20.56,75,1009,2026-03-24 10:01:20
Johannesburg,15.71,97,1022,2026-03-24 10:01:20
Cairo,14.42,67,1008,2026-03-24 10:01:20
Lagos,26.53,89,1008,2026-03-24 10:01:21
Nairobi,16.93,88,1015,2026-03-24 10:01:21
Casablanca,13.12,85,1013,2026-03-24 10:01:21
Accra,26.23,83,1009,2026-03-24 10:01:21
Addis Ababa,16.52,68,1014,2026-03-24 10:01:21
Algiers,7.9,93,1021,2026-03-24 10:01:21
Tunis,13.98,74,1016,2026-03-24 10:01:22
Athens,10.52,77,1011,2026-03-24 10:01:22
Budapest,8.49,60,1018,2026-03-24 10:01:22
Prague,4.25,74,1021,2026-03-24 10:01:22
Warsaw,4.37,76,1018,2026-03-24 10:01:23
Lisbon,14.14,66,1018,2026-03-24 10:01:24
Karachi,25.9,78,1012,2026-03-24 10:01:25
Dhaka,26.99,69,1012,2026-03-24 10:01:25
Colombo,32.8,62,1011,2026-03-24 10:01:25
Kathmandu,19.12,63,1013,2026-03-24 10:01:26
Tashkent,17.49,42,1019,2026-03-24 10:01:26
Seattle,7.37,76,1016,2026-03-24 10:01:26
Boston,0.55,82,1019,2026-03-24 10:01:26
Philadelphia,2.39,61,1024,2026-03-24 10:01:27
Detroit,-2.36,83,1031,2026-03-24 10:01:27
Anchorage,-3.57,66,1020,2026-03-24 10:01:27
Quito,9.53,94,1017,2026-03-24 10:01:27
La Paz,9.99,100,1017,2026-03-24 10:01:28
Montevideo,17.62,53,1012,2026-03-24 10:01:28
Asuncion,22.36,99,1011,2026-03-24 10:01:29
Caracas,20.94,75,1013,2026-03-24 10:01:29
Dar es Salaam,23.35,96,1013,2026-03-24 10:01:29
Kampala,18.05,92,1011,2026-03-24 10:01:29
Harare,17.12,91,1018,2026-03-24 10:01:29
Dakar,20.14,85,1011,2026-03-24 10:01:29
Tripoli,14.8,71,1015,2026-03-24 10:01:30
Mumbai,34.99,29,1011,2026-03-24 11:01:01
Delhi,27.05,50,1012,2026-03-24 11:01:01
Bangalore,29.24,47,1015,2026-03-24 11:01:02
Chennai,31.42,64,1012,2026-03-24 11:01:02
Kolkata,28.97,65,1011,2026-03-24 11:01:02
Hyderabad,31.23,42,1012,2026-03-24 11:01:02
London,9.5,85,1016,2026-03-24 11:01:02
Manchester,10.17,84,1011,2026-03-24 11:01:03
Paris,6.85,86,1021,2026-03-24 11:01:03
Berlin,5.9,69,1019,2026-03-24 11:01:03
Madrid,6.01,81,1022,2026-03-24 11:01:03
Rome,12.88,37,1021,2026-03-24 11:01:03
Amsterdam,8.2,75,1017,2026-03-24 11:01:04
Brussels,7.83,83,1019,2026-03-24 11:01:04
Vienna,7.95,60,1020,2026-03-24 11:01:04
Zurich,1.86,90,1023,2026-03-24 11:01:04
Stockholm,1.79,81,1009,2026-03-24 11:01:04
Oslo,2.53,90,1002,2026-03-24 11:01:05
Copenhagen,5.01,91,1014,2026-03-24 11:01:05
Helsinki,-0.64,94,1009,2026-03-24 11:01:05
New York,1.67,60,1023,2026-03-24 11:01:05
Los Angeles,15.91,90,1014,2026-03-24 11:01:05
Chicago,0.21,70,1031,2026-03-24 11:01:06
Houston,20.91,87,1018,2026-03-24 11:01:06
Phoenix,28.47,17,1012,2026-03-24 11:01:06
San Antonio,21.35,61,1018,2026-03-24 11:01:06
San Diego,16.7,88,1014,2026-03-24 11:01:06
Dallas,18.54,74,1019,2026-03-24 11:01:07
San Jose,17.04,53,1018,2026-03-24 11:01:07
San Francisco,15.21,55,1018,2026-03-24 11:01:07
Toronto,-3.75,72,1030,2026-03-24 11:01:08
Vancouver,6.41,78,1015,2026-03-24 11:01:08
Montreal,-3.37,84,1023,2026-03-24 11:01:08
Mexico City,12.75,66,1021,2026-03-24 11:01:09
Guadalajara,15.87,59,1016,2026-03-24 11:01:09
Tokyo,17.02,30,1017,2026-03-24 11:01:09
Osaka,17.86,39,1017,2026-03-24 11:01:10
Seoul,15.76,36,1017,2026-03-24 11:01:10
Busan,15.99,39,1017,2026-03-24 11:01:10
Beijing,16.94,29,1012,2026-03-24 11:01:11
Shanghai,13.92,67,1015,2026-03-24 11:01:11
Shenzhen,26.28,81,1013,2026-03-24 11:01:12
Guangzhou,27.72,54,1012,2026-03-24 11:01:12
Bangkok,33.52,64,1009,2026-03-24 11:01:12
Jakarta,32.6,65,1009,2026-03-24 11:01:13
Manila,31.22,58,1009,2026-03-24 11:01:13
Singapore,32.08,55,1009,2026-03-24 11:01:14
Kuala Lumpur,34.47,64,1009,2026-03-24 11:01:14
Dubai,21.84,77,1011,2026-03-24 11:01:14
Abu Dhabi,21.8,82,1011,2026-03-24 11:01:15
Riyadh,20.04,68,1009,2026-03-24 11:01:15
Doha,22.97,78,1008,2026-03-24 11:01:15
Istanbul,9.49,82,1012,2026-03-24 11:01:16
Sydney,26.24,58,1017,2026-03-24 11:01:16
Melbourne,17.51,80,1017,2026-03-24 11:01:16
Brisbane,27.37,64,1011,2026-03-24 11:01:17
Perth,24.85,49,1013,2026-03-24 11:01:17
Auckland,20.68,64,1027,2026-03-24 11:01:17
Wellington,17.53,89,1027,2026-03-24 11:01:18
Sao Paulo,19.99,86,1015,2026-03-24 11:01:19
Rio de Janeiro,21.99,92,1011,2026-03-24 11:01:20
Buenos Aires,15.22,52,1014,2026-03-24 11:01:20
Santiago,18.93,47,1012,2026-03-24 11:01:20
Lima,22.17,82,1012,2026-03-24 11:01:20
Bogota,15.05,84,1017,2026-03-24 11:01:20
Cape Town,18.98,81,1010,2026-03-24 11:01:20
Johannesburg,16.11,96,1022,2026-03-24 11:01:21
Cairo,14.42,72,1009,2026-03-24 11:01:21
Lagos,26.3,90,1009,2026-03-24 11:01:21
Nairobi,15.98,92,1016,2026-03-24 11:01:22
Casablanca,12.12,85,1013,2026-03-24 11:01:22
Accra,26.23,89,1009,2026-03-24 11:01:22
Addis Ababa,17.94,62,1014,2026-03-24 11:01:22
Algiers,5.9,93,1021,2026-03-24 11:01:22
Tunis,13.31,79,1017,2026-03-24 11:01:22
Athens,11.0,77,1011,2026-03-24 11:01:23
Budapest,9.08,61,1019,2026-03-24 11:01:23
Prague,2.94,76,1021,2026-03-24 11:01:25
Warsaw,5.24,69,1018,2026-03-24 11:01:26
Lisbon,13.61,68,1018,2026-03-24 11:01:26
Karachi,27.9,69,1012,2026-03-24 11:01:27
Dhaka,27.99,65,1012,2026-03-24 11:01:27
Colombo,32.24,66,1011,2026-03-24 11:01:27
Kathmandu,20.12,60,1013,2026-03-24 11:01:27
Tashkent,19.27,37,1019,2026-03-24 11:01:27
Seattle,7.08,79,1015,2026-03-24 11:01:28
Boston,0.27,85,1019,2026-03-24 11:01:28
Philadelphia,2.1,63,1025,2026-03-24 11:01:28
Detroit,-2.85,85,1031,2026-03-24 11:01:28
Anchorage,-4.94,70,1021,2026-03-24 11:01:29
Quito,9.53,93,1017,2026-03-24 11:01:29
La Paz,9.99,100,1017,2026-03-24 11:01:29
Montevideo,18.76,58,1012,2026-03-24 11:01:29
Asuncion,21.81,99,1010,2026-03-24 11:01:30
Caracas,20.38,76,1014,2026-03-24 11:01:30
Dar es Salaam,24.21,94,1014,2026-03-24 11:01:30
Kampala,21.61,80,1012,2026-03-24 11:01:30
Harare,17.68,90,1019,2026-03-24 11:01:31
Dakar,20.14,85,1011,2026-03-24 11:01:31
Tripoli,14.92,71,1016,2026-03-24 11:01:31
Mumbai,35.99,38,1008,2026-03-24 14:12:19
Delhi,30.05,37,1007,2026-03-24 14:12:20
Bangalore,31.56,38,1008,2026-03-24 14:12:20
Chennai,31.7,62,1009,2026-03-24 14:12:20
Kolkata,31.97,45,1007,2026-03-24 14:12:20
Hyderabad,32.23,33,1007,2026-03-24 14:12:20
London,10.78,81,1016,2026-03-24 14:12:20
Manchester,11.52,84,1010,2026-03-24 14:12:21
Paris,11.53,71,1022,2026-03-24 14:12:21
Berlin,9.22,65,1018,2026-03-24 14:12:21
Madrid,9.46,68,1023,2026-03-24 14:12:22
Rome,10.58,43,1022,2026-03-24 14:12:22
Amsterdam,10.51,73,1016,2026-03-24 14:12:22
Brussels,10.12,70,1019,2026-03-24 14:12:23
Vienna,13.51,46,1021,2026-03-24 14:12:23
Zurich,7.13,81,1024,2026-03-24 14:12:23
Stockholm,5.94,68,1006,2026-03-24 14:12:23
Oslo,4.91,84,997,2026-03-24 14:12:24
Copenhagen,6.07,87,1012,2026-03-24 14:12:24
Helsinki,4.5,73,1009,2026-03-24 14:12:24
New York,0.91,65,1026,2026-03-24 14:12:24
Los Angeles,16.39,88,1015,2026-03-24 14:12:24
Chicago,0.0,61,1030,2026-03-24 14:12:25
Houston,19.84,93,1018,2026-03-24 14:12:25
Phoenix,24.33,22,1013,2026-03-24 14:12:26
San Antonio,18.16,82,1018,2026-03-24 14:12:26
San Diego,16.19,88,1014,2026-03-24 14:12:26
Dallas,17.99,66,1018,2026-03-24 14:12:26
San Jose,13.64,63,1018,2026-03-24 14:12:26
San Francisco,13.29,66,1018,2026-03-24 14:12:27
Toronto,-4.96,78,1031,2026-03-24 14:12:27
Vancouver,6.15,83,1014,2026-03-24 14:12:27
Montreal,-5.34,71,1026,2026-03-24 14:12:27
Mexico City,11.64,62,1018,2026-03-24 14:12:27
Guadalajara,12.87,76,1016,2026-03-24 14:12:27
Tokyo,13.77,46,1019,2026-03-24 14:12:28
Osaka,18.23,37,1016,2026-03-24 14:12:28
Seoul,14.76,55,1016,2026-03-24 14:12:29
Busan,13.99,44,1017,2026-03-24 14:12:29
Beijing,18.94,26,1009,2026-03-24 14:12:30
Shanghai,10.92,87,1014,2026-03-24 14:12:31
Shenzhen,27.27,77,1011,2026-03-24 14:12:31
Guangzhou,27.69,50,1009,2026-03-24 14:12:31
Bangkok,32.85,71,1006,2026-03-24 14:12:31
Jakarta,31.27,67,1006,2026-03-24 14:12:32
Manila,31.25,55,1008,2026-03-24 14:12:32
Singapore,32.72,52,1006,2026-03-24 14:12:32
Kuala Lumpur,30.12,44,1006,2026-03-24 14:12:32
Dubai,25.78,59,1009,2026-03-24 14:12:32
Abu Dhabi,24.9,68,1008,2026-03-24 14:12:33
Riyadh,27.9,29,1006,2026-03-24 14:12:33
Doha,21.16,91,1008,2026-03-24 14:12:33
Istanbul,9.55,81,1012,2026-03-24 14:12:33
Sydney,22.79,75,1017,2026-03-24 14:12:33
Melbourne,16.32,89,1017,2026-03-24 14:12:34
Brisbane,24.42,71,1013,2026-03-24 14:12:35
Perth,25.53,49,1012,2026-03-24 14:12:35
Auckland,18.15,62,1028,2026-03-24 14:12:35
Wellington,16.42,92,1029,2026-03-24 14:12:35
Sao Paulo,19.54,90,1013,2026-03-24 14:12:36
Rio de Janeiro,21.99,98,1011,2026-03-24 14:12:36
Buenos Aires,13.19,63,1013,2026-03-24 14:12:36
Santiago,17.82,51,1012,2026-03-24 14:12:36
Lima,22.17,83,1011,2026-03-24 14:12:36
Bogota,13.21,96,1016,2026-03-24 14:12:36
Cape Town,28.87,56,1009,2026-03-24 14:12:38
Johannesburg,20.69,79,1020,2026-03-24 14:12:38
Cairo,20.42,40,1009,2026-03-24 14:12:38
Lagos,31.09,63,1011,2026-03-24 14:12:38
Nairobi,18.93,77,1014,2026-03-24 14:12:39
Casablanca,15.19,93,1014,2026-03-24 14:12:39
Accra,28.96,72,1011,2026-03-24 14:12:40
Addis Ababa,22.17,43,1011,2026-03-24 14:12:40
Algiers,9.9,87,1023,2026-03-24 14:12:41
Tunis,15.95,47,1020,2026-03-24 14:12:41
Athens,12.35,75,1011,2026-03-24 14:12:41
Budapest,14.27,43,1020,2026-03-24 14:12:41
Prague,9.29,60,1021,2026-03-24 14:12:42
Warsaw,12.96,44,1019,2026-03-24 14:12:42
Lisbon,14.69,61,1020,2026-03-24 14:12:42
Karachi,31.9,35,1009,2026-03-24 14:12:42
Dhaka,29.99,42,1007,2026-03-24 14:12:42
Colombo,33.35,62,1008,2026-03-24 14:12:43
Kathmandu,22.12,37,1009,2026-03-24 14:12:43
Tashkent,22.87,25,1016,2026-03-24 14:12:43
Seattle,6.72,83,1015,2026-03-24 14:12:43
Boston,0.26,81,1023,2026-03-24 14:12:43
Philadelphia,0.44,70,1027,2026-03-24 14:12:44
Detroit,-4.31,81,1031,2026-03-24 14:12:44
Anchorage,-11.62,86,1020,2026-03-24 14:12:44
Quito,8.53,94,1015,2026-03-24 14:12:44
La Paz,8.99,100,1016,2026-03-24 14:12:44
Montevideo,17.02,64,1012,2026-03-24 14:12:45
Asuncion,19.03,99,1011,2026-03-24 14:12:45
Caracas,17.67,78,1014,2026-03-24 14:12:45
Dar es Salaam,25.7,87,1013,2026-03-24 14:12:45
Kampala,22.82,82,1011,2026-03-24 14:12:46
Harare,22.98,62,1017,2026-03-24 14:12:46
Dakar,20.14,84,1014,2026-03-24 14:12:46
Tripoli,16.08,61,1017,2026-03-24 14:12:46
Mumbai,34.99,41,1008,2026-03-24 14:14:23
Delhi,30.05,37,1007,2026-03-24 14:14:23
Bangalore,31.56,37,1008,2026-03-24 14:14:23
Chennai,31.7,62,1009,2026-03-24 14:14:24
Kolkata,31.97,45,1007,2026-03-24 14:14:24
Hyderabad,32.23,33,1007,2026-03-24 14:14:24
London,10.78,81,1016,2026-03-24 14:14:24
Manchester,11.52,84,1010,2026-03-24 14:14:24
Paris,11.53,71,1022,2026-03-24 14:14:25
Berlin,9.22,65,1018,2026-03-24 14:14:25
Madrid,9.46,68,1023,2026-03-24 14:14:25
Rome,10.58,43,1022,2026-03-24 14:14:26
Amsterdam,10.51,73,1016,2026-03-24 14:14:26
Brussels,10.12,70,1019,2026-03-24 14:14:26
Vienna,13.51,46,1021,2026-03-24 14:14:27
Zurich,7.13,81,1024,2026-03-24 14:14:27
Stockholm,5.94,68,1006,2026-03-24 14:14:27
Oslo,4.91,84,997,2026-03-24 14:14:28
Copenhagen,6.07,87,1012,2026-03-24 14:14:28
Helsinki,4.5,73,1009,2026-03-24 14:14:28
New York,0.91,65,1026,2026-03-24 14:14:29
Los Angeles,16.39,88,1015,2026-03-24 14:14:29
Chicago,0.0,61,1030,2026-03-24 14:14:29
Houston,19.84,93,1018,2026-03-24 14:14:29
Phoenix,24.33,22,1013,2026-03-24 14:14:29
San Antonio,18.16,82,1018,2026-03-24 14:14:30
San Diego,16.19,88,1014,2026-03-24 14:14:30
Dallas,17.99,66,1018,2026-03-24 14:14:30
San Jose,13.64,63,1018,2026-03-24 14:14:31
San Francisco,13.29,66,1018,2026-03-24 14:14:31
Toronto,-4.96,78,1031,2026-03-24 14:14:31
Vancouver,6.15,83,1014,2026-03-24 14:14:31
Montreal,-5.34,71,1026,2026-03-24 14:14:31
Mexico City,11.64,62,1018,2026-03-24 14:14:32
Guadalajara,12.87,76,1016,2026-03-24 14:14:32
Tokyo,13.77,46,1019,2026-03-24 14:14:33
Osaka,18.23,37,1016,2026-03-24 14:14:33
Seoul,14.76,55,1016,2026-03-24 14:14:33
Busan,13.99,44,1017,2026-03-24 14:14:33
Beijing,18.94,26,1009,2026-03-24 14:14:34
Shanghai,10.92,87,1014,2026-03-24 14:14:34
Shenzhen,27.27,77,1011,2026-03-24 14:14:35
Guangzhou,27.69,50,1009,2026-03-24 14:14:35
Bangkok,32.8,69,1006,2026-03-24 14:14:36
Jakarta,31.27,67,1006,2026-03-24 14:14:36
Manila,31.25,55,1008,2026-03-24 14:14:36
Singapore,32.72,52,1006,2026-03-24 14:14:36
Kuala Lumpur,30.12,44,1006,2026-03-24 14:14:36
Dubai,25.78,59,1009,2026-03-24 14:14:37
Abu Dhabi,24.9,68,1008,2026-03-24 14:14:37
Riyadh,27.9,29,1006,2026-03-24 14:14:37
Doha,21.16,91,1008,2026-03-24 14:14:37
Istanbul,9.55,81,1012,2026-03-24 14:14:38
Sydney,22.79,75,1017,2026-03-24 14:14:38
Melbourne,16.32,89,1017,2026-03-24 14:14:38
Brisbane,24.42,71,1013,2026-03-24 14:14:38
Perth,25.53,49,1012,2026-03-24 14:14:39
Auckland,18.15,62,1028,2026-03-24 14:14:39
Wellington,16.42,92,1029,2026-03-24 14:14:39
Sao Paulo,19.54,90,1013,2026-03-24 14:14:39
Rio de Janeiro,21.99,98,1011,2026-03-24 14:14:39
Buenos Aires,13.19,63,1013,2026-03-24 14:14:40
Santiago,17.82,51,1012,2026-03-24 14:14:40
Lima,22.17,83,1011,2026-03-24 14:14:40
Bogota,13.21,96,1016,2026-03-24 14:14:40
Cape Town,28.87,56,1009,2026-03-24 14:14:40
Johannesburg,20.69,79,1020,2026-03-24 14:14:41
Cairo,20.42,40,1009,2026-03-24 14:14:41
Lagos,31.09,63,1011,2026-03-24 14:14:41
Nairobi,18.93,77,1014,2026-03-24 14:14:42
Casablanca,15.19,93,1014,2026-03-24 14:14:42
Accra,28.96,72,1011,2026-03-24 14:14:42
Addis Ababa,22.17,43,1011,2026-03-24 14:14:42
Algiers,9.9,87,1023,2026-03-24 14:14:42
Tunis,15.95,47,1020,2026-03-24 14:14:43
Athens,12.35,75,1011,2026-03-24 14:14:43
Budapest,14.27,43,1020,2026-03-24 14:14:43
Prague,10.49,57,1021,2026-03-24 14:14:43
Warsaw,12.96,44,1019,2026-03-24 14:14:44
Lisbon,14.69,61,1020,2026-03-24 14:14:44
Karachi,31.9,35,1009,2026-03-24 14:14:44
Dhaka,29.99,42,1007,2026-03-24 14:14:44
Colombo,33.35,62,1008,2026-03-24 14:14:44
Kathmandu,22.12,37,1009,2026-03-24 14:14:45
Tashkent,22.87,25,1016,2026-03-24 14:14:45
Seattle,6.72,83,1015,2026-03-24 14:14:45
Boston,0.26,81,1023,2026-03-24 14:14:45
Philadelphia,0.44,70,1027,2026-03-24 14:14:45
Detroit,-4.31,81,1031,2026-03-24 14:14:46
Anchorage,-11.62,86,1020,2026-03-24 14:14:46
Quito,8.53,94,1015,2026-03-24 14:14:46
La Paz,8.99,100,1016,2026-03-24 14:14:47
Montevideo,17.02,64,1012,2026-03-24 14:14:47
Asuncion,19.03,99,1011,2026-03-24 14:14:50
Caracas,17.67,78,1014,2026-03-24 14:14:51
Dar es Salaam,25.7,87,1013,2026-03-24 14:14:52
Kampala,22.82,82,1011,2026-03-24 14:14:52
Harare,22.98,62,1017,2026-03-24 14:14:52
Dakar,20.14,84,1014,2026-03-24 14:14:52
Tripoli,16.08,61,1017,2026-03-24 14:14:53
Mumbai,33.99,40,1008,2026-03-24 15:01:06
Delhi,30.05,35,1007,2026-03-24 15:01:06
Bangalore,32.38,35,1008,2026-03-24 15:01:07
Chennai,31.68,61,1009,2026-03-24 15:01:07
Kolkata,31.97,45,1007,2026-03-24 15:01:07
Hyderabad,33.23,31,1007,2026-03-24 15:01:07
London,11.46,79,1016,2026-03-24 15:01:08
Manchester,11.52,84,1009,2026-03-24 15:01:09
Paris,12.22,68,1022,2026-03-24 15:01:09
Berlin,11.31,67,1018,2026-03-24 15:01:09
Madrid,10.58,63,1023,2026-03-24 15:01:09
